userWallet,total_deposit_usd,deposit_USDC_usd,deposit_count,deposit_USDC_count,deposit_pool_0x2791bca1f2de4661ed88a30c99a7a9449aa84174_count,avg_borrow_rate,total_transactions,total_volume_usd,net_position_usd,deposit_WMATIC_usd,deposit_WMATIC_count,deposit_pool_0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270_count,total_redeemunderlying_usd,redeemunderlying_USDC_usd,redeemunderlying_DAI_usd,redeemunderlying_WBTC_usd,redeemunderlying_WETH_usd,redeemunderlying_count,redeemunderlying_USDC_count,redeemunderlying_DAI_count,redeemunderlying_WBTC_count,redeemunderlying_WETH_count,deposit_USDT_usd,redeemunderlying_USDT_usd,deposit_WPOL_usd,deposit_WETH_usd,total_borrow_usd,borrow_USDT_usd,total_stable_debt,total_variable_debt,total_repay_usd,repay_USDT_usd,deposit_DAI_usd,borrow_WPOL_usd,borrow_WMATIC_usd,deposit_USDT_count,deposit_pool_0xc2132d05d31c914a87c6611c10748aeb04b58e8f_count,redeemunderlying_USDT_count,deposit_WPOL_count,deposit_WETH_count,deposit_pool_0x7ceb23fd6bc0add59e62ac25578270cff1b9f619_count,borrow_count,borrow_USDT_count,repay_count,repay_USDT_count,deposit_DAI_count,deposit_pool_0x8f3cf7ad23cd3cadbd9735aff958023239c6a063_count,borrow_WPOL_count,borrow_WMATIC_count,borrow_USDC_usd,repay_USDC_usd,borrow_USDC_count,repay_USDC_count,deposit_WBTC_usd,deposit_AAVE_usd,deposit_WBTC_count,deposit_pool_0x1bfd67037b42cf73acf2047067bd4f2c47d9bfd6_count,deposit_AAVE_count,deposit_pool_0xd6df932a45c0f255f85145f286ea0b292b21c90b_count,repay_WBTC_usd,borrow_WBTC_usd,borrow_DAI_usd,repay_DAI_usd,repay_WBTC_count,borrow_WBTC_count,borrow_DAI_count,repay_DAI_count,borrow_WETH_usd,repay_WETH_usd,borrow_WETH_count,repay_WETH_count,redeemunderlying_AAVE_usd,redeemunderlying_AAVE_count,total_liquidationcall_usd,total_liquidation_collateral_usd,total_liquidation_principal_usd,liquidationcall_count,liquidation_collateral_WETH_count,liquidation_principal_USDT_count,redeemunderlying_WPOL_usd,redeemunderlying_WPOL_count,redeemunderlying_WMATIC_usd,repay_WMATIC_usd,redeemunderlying_WMATIC_count,repay_WMATIC_count,liquidation_collateral_USDC_count,liquidation_collateral_WMATIC_count,liquidation_principal_WMATIC_count,liquidation_collateral_WPOL_count,liquidation_principal_USDC_count,liquidation_collateral_DAI_count,repay_WPOL_usd,repay_WPOL_count,liquidation_principal_WBTC_count,liquidation_collateral_AAVE_count,liquidation_principal_DAI_count,liquidation_principal_WETH_count,liquidation_principal_WPOL_count,liquidation_collateral_WBTC_count
0x00000000001accfa9cef68cf5371a23025b6d4b6,1987.6636548592714,1987.6636548592714,1.0,1.0,1.0,0.0,1,1987.6636548592714,1987.6636548592714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000000051d07a4fb3bd10121a343d85818da6,285694480361492.7,0.0,1.0,0.0,0.0,0.0,1,285694480361492.7,285694480361492.7,285694480361492.7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000000096026fb41fc39f9875d164bd82e2dc,5152310624.158186,0.0,2.0,0.0,0.0,0.0,2,5152310624.158186,5152310624.158186,5152310624.158186,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000000000e189dd664b9ab08a33c4839953852c,0.0,0.0,0.0,0.0,0.0,0.0,17,980360031666459.5,-980360031666459.5,0.0,0.0,0.0,980360031666459.5,9.000616349732942,4489905409309.205,97136.23045149389,975870126160005.1,17.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000000002032370b971dabd36d72f3e5a7bf1ee,2.0657733084285235e+17,496464.86279025214,250.0,77.0,77.0,1.1050528894218897e+26,399,3.797494719848252e+17,3.340518970101981e+16,6.481537775270853e+16,77.0,129.0,1.1287452027976189e+17,488600.0639586152,3.954548042598671e+16,0.0,7.33290398530641e+16,130.0,59.0,24.0,0.0,11.0,222448.50332761536,222562.99357753177,1.514857941043537e+16,8.51194715802629e+16,6.029762086214079e+16,70058.13389400012,0.0,0.0,70150.26379074076,70150.26379074076,4.149390209872649e+16,4649966219087322.0,5.5647654642983416e+16,12.0,12.0,36.0,52.0,8.0,8.0,15.0,1.0,4.0,4.0,24.0,24.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000000a38444e0a6e37d3b630d7e855a7cb13,1.8390665686010516e+16,0.0,7.0,0.0,0.0,3.624248747309548e+25,25,2.300808111389683e+16,1.377325025814748e+16,4332662308396265.0,3.0,4.0,4617415427863043.0,4738.205423710182,0.0,0.0,4617415427858305.0,5.0,2.0,0.0,0.0,3.0,0.0,0.0,8536551458246738.0,5521451919367514.0,11631.431210321323,7626.115450845789,0.0,0.0,11640.280239622172,7619.878040543877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,8.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,4005.315759475535,4020.402199078295,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000003853fcedcd0355fec98ca3192833f00b,76376315604.972,0.021891848093998148,8.0,1.0,1.0,0.0,8,76376315604.972,76376315604.972,5586694409.367553,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37424132829.25281,5728020443.757802,0.0,0.0,0.0,0.0,0.0,0.0,5340395820.068196,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1795093118541518,22297072100.324253,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000003ce0cf2c037493b1dc087204bd7f713e,4.585861982762903e+17,187086.6600727656,309.0,78.0,78.0,7.715367909999582e+25,492,8.908806796796655e+17,2.697134261903699e+16,8.525953794688338e+16,87.0,137.0,2.9953890762767597e+17,180785.42709410924,1.8505206173799898e+17,0.0,1.1448684588946902e+17,137.0,46.0,54.0,0.0,15.0,26826.717581153975,26951.30461847656,4.583848408964031e+16,1.3783081611462531e+17,1.324157609026383e+17,7.27143409945811,0.0,0.0,339812873060944.7,7.27143810427346,1.8965736012492784e+17,1.5203344096973008e+16,1.168726043385671e+17,20.0,20.0,22.0,50.0,17.0,17.0,30.0,2.0,16.0,1.0,57.0,57.0,7.0,6.0,2402.672917171873,2398.8831635389306,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.8785331927431,1271.8785331927431,339812467094518.94,339812873057266.6,1.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000007858e6f2668e1e06111cfa24403a5466,142160666481.45407,0.0,1.0,0.0,0.0,0.0,1,142160666481.45407,142160666481.45407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142160666481.45407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00000001a0f57e850c9db68b4a9bc34677437c5c,1.7666525037857388,1.7666525037857388,1.0,1.0,1.0,0.0,1,1.7666525037857388,1.7666525037857388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,7.999916941682949e+17,0.0,26.0,0.0,0.0,4.0617922138429796e+25,69,2.7961352727990927e+18,-1014524805611008.0,0.0,0.0,0.0,8.010729370227364e+17,0.0,8.010729370227364e+17,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.975019617796155e+17,0.0,0.0,0.0,5.97568679828446e+17,0.0,7.999916941682949e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,9.0,0.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.975019617796155e+17,5.97568679828446e+17,0.0,0.0,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00000029ff545c86524ade7caf132527707948c4,3.254660503465467e+18,968915.9307645315,12.0,2.0,2.0,2.5927980590879165e+25,47,9.991154302078427e+18,5354573224452096.0,0.0,0.0,0.0,3.233387269617574e+18,974458.6925294737,2.6942968530560594e+18,63284410.00235309,5.390904164972555e+17,11.0,3.0,6.0,1.0,1.0,0.0,0.0,0.0,5.5179088669955994e+17,1.759512594809414e+18,0.0,0.0,0.0,1.7435939341859732e+18,0.0,2.7028696166996644e+18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,12.0,0.0,5.0,5.0,0.0,0.0,968915.9307645315,974462.0809480906,2.0,4.0,65273773.45426298,0.0,2.0,2.0,0.0,0.0,63295762.79095811,65273773.45426298,1.2077217080436111e+18,1.204499661764612e+18,2.0,2.0,5.0,4.0,5.5179088669955994e+17,5.390942723570909e+17,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00000087c4cebffb95746d1935de7fbcab092f40,2.216919941662641e+16,2083653.2186065803,86.0,74.0,74.0,3.0982965088216795e+25,250,4.6536405454213544e+16,200296024263734.6,1151296612800.003,1.0,1.0,3853680780685.42,2058463.8970926772,1029424775801.4926,189.04878457801672,1025952894625.2332,57.0,49.0,1.0,2.0,1.0,25182.30673269725,25182.184555513733,0.0,995383559164.8931,2.316420103419422e+16,25181.15553179287,0.0,0.0,1199151322612232.8,25181.161105106876,2.216541676758256e+16,1.4633734140888052e-05,0.0,3.0,3.0,2.0,0.0,1.0,1.0,62.0,1.0,45.0,1.0,3.0,3.0,1.0,0.0,1216803.5835868327,1210393.4368001507,56.0,37.0,180.36363547976765,1635966762866.7007,2.0,2.0,2.0,2.0,0.03974672556625465,0.03200070547436568,2.316420103295223e+16,1199151321376658.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1798301026423.5635,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000000e28faa823d5b53ff6c2922c28335840375,3.134059613762207e+18,456970.4144990012,107.0,19.0,19.0,5.066097594198048e+25,297,1.0141980241541861e+19,-1.6917290038831923e+17,2.411288432618102e+17,9.0,23.0,2.5958977317432873e+18,566807.1230643804,1.8729324413553823e+18,0.0,7.195941170514536e+17,61.0,13.0,24.0,0.0,18.0,118035.77138350613,125784.46379879356,4.982198543319892e+17,7.2583817219036e+17,2.559678839221803e+18,133182.8426238196,0.0,0.0,1.8523440568145644e+18,132878.10853599166,1.66350000639237e+18,6.692131487562126e+17,4.226306139958859e+16,9.0,9.0,5.0,14.0,21.0,21.0,66.0,4.0,63.0,9.0,32.0,32.0,16.0,3.0,285001.11776845524,285462.8079116132,13.0,13.0,0.0,5372737585103452.0,0.0,0.0,3.0,3.0,0.0,0.0,1.774170714024703e+18,1.7754729507821967e+18,0.0,0.0,27.0,36.0,7.403191504088011e+16,7.687110603194966e+16,3.0,5.0,3371173335758663.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x000006eee6e39015cb523aebdd4d0b1855aba682,4.2849152929215784e+16,0.0,11.0,0.0,0.0,3.7087439938151025e+25,28,1.3913863045762613e+17,-7137775037563568.0,401480522204065.5,3.0,4.0,5.013114348760813e+16,49988.37109176486,5.0131143487508584e+16,0.0,0.0,9.0,2.0,5.0,0.0,0.0,35022.31038994777,49559.92741025839,32458963557300.016,4856828693749720.0,2.300705925998673e+16,1751.9070695000046,0.0,0.0,2.3151274780815504e+16,0.0,3.755838474966967e+16,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3007059259984976e+16,2.3151274780815504e+16,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621784354032096.2,1544.5565276496152,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00000a9c78912badb92d73b6ed26456e11def5eb,1.6927543127773312,1.6927543127773312,1.0,1.0,1.0,0.0,1,1.6927543127773312,1.6927543127773312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00001bc47f0973f794f79c16121cee879e272d6a,0.0,0.0,0.0,0.0,0.0,0.0,4,53501.44012314356,-53501.44012314356,0.0,0.0,0.0,53501.44012314356,13376.36091471709,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,40125.079208426476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00002b503a75998c97508916a74fdb41934fa030,2.2937294172388547e+18,92216.28559581014,27.0,4.0,4.0,5.731687150784675e+25,147,4.916297965137644e+18,5.254564406324342e+17,0.0,0.0,0.0,1.57752258025783e+18,92277.7461489801,0.0,75221113.66099826,1.5775225801825162e+18,28.0,5.0,0.0,5.0,18.0,0.0,0.0,0.0,2.293729417161033e+18,6.178981819947749e+17,1228493.1019183593,0.0,0.0,4.2714778564618426e+17,1154946.5147391742,0.0,1.0333064613649853e+17,8.621606841486848e+16,0.0,0.0,0.0,0.0,18.0,18.0,47.0,22.0,45.0,26.0,0.0,0.0,4.0,5.0,555500.5335766019,342235.96672328137,12.0,16.0,77729555.33975622,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.283514674416239e+17,4.2714778564468704e+17,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000897253cc85f7547317eb2080b36b3255687a,466185762066389.7,0.0,1.0,0.0,0.0,0.0,2,931718162095154.8,653362037624.625,0.0,0.0,0.0,465532400028765.06,0.0,0.0,0.0,465532400028765.06,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,466185762066389.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1.116218296466259,0.0,1.0,0.0,0.0,0.0,1,1.116218296466259,1.116218296466259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.116218296466259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0000ce08fa224696a819877070bf378e8b131acf,1967476047132.329,1941.2540021951447,3.0,1.0,1.0,6.778314544698273e+25,14,2752414713056826.5,-2748479760962562.0,1967476045191.075,2.0,2.0,1492514578981658.2,5999.99200759534,1492514578973147.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,2510.920678159589,0.0,0.0,1257932658028036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1257932658028036.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00010a708585ba4812a1c5976182626c75cb7a6b,1143529118181716.0,122.63470397334052,9.0,2.0,2.0,3.8477059524514917e+25,29,1770176221970117.5,1121607363113175.0,42850392511567.44,1.0,4.0,21597027806407.523,118.37912437511963,21597027806181.67,0.0,0.0,7.0,2.0,2.0,0.0,0.0,0.0,107.47306146800567,192231016417272.94,888362486494345.2,302687401622063.75,130.88854561472363,0.0,0.0,302362674359930.2,130.64669026488252,20085222758407.973,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,6.0,3.0,7.0,4.0,1.0,1.0,0.0,0.0,703.1058771142294,2.611600501174247,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302687401621229.75,302362674359796.94,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00016fc0c9f7620e920e1423fd455f9574f48025,3145759276004.6475,0.0,2.0,0.0,0.0,0.0,2,3145759276004.6475,3145759276004.6475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3145759276004.6475,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0002761e848b24046a53d494847b11a3e1d36b09,1002262174437.4797,0.0,1.0,0.0,0.0,0.0,1,1002262174437.4797,1002262174437.4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1002262174437.4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,1.0112506095471125,1.0112506095471125,2.0,2.0,2.0,0.0,2,1.0112506095471125,1.0112506095471125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0x0003816b25fd3d6c112eb65c089760fa3f791947,7122699059900504.0,0.0,1.0,0.0,0.0,4.398798396384306e+25,4,2.013471483690053e+16,4584282900494.0,0.0,0.0,1.0,7118472277000015.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7122699059900504.0,0.0,2946593000000001.0,0.0,0.0,0.0,2946950500000006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2946593000000001.0,2946950500000006.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7118472277000015.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
