userWallet,credit_score,risk_probability
0x00000000001accfa9cef68cf5371a23025b6d4b6,777.2147277251722,0.00019669437006455406
0x000000000051d07a4fb3bd10121a343d85818da6,777.2147277251722,0.00019669437006455406
0x000000000096026fb41fc39f9875d164bd82e2dc,776.2461422523902,0.002430773929705559
0x0000000000e189dd664b9ab08a33c4839953852c,767.6157508519794,0.022041185759374776
0x0000000002032370b971dabd36d72f3e5a7bf1ee,490.27464232976513,0.5155625350634119
0x000000000a38444e0a6e37d3b630d7e855a7cb13,342.3184469832315,0.761191766735542
0x000000003853fcedcd0355fec98ca3192833f00b,771.5446624939943,0.013178468457719666
0x000000003ce0cf2c037493b1dc087204bd7f713e,458.97570626567517,0.5657867607772987
0x000000007858e6f2668e1e06111cfa24403a5466,777.2193996136665,0.00018590171717921275
0x00000001a0f57e850c9db68b4a9bc34677437c5c,777.2193996136665,0.00018590171717921275
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,370.7242121568183,0.7116444769323772
0x00000029ff545c86524ade7caf132527707948c4,672.9914503549528,0.21130147619063194
0x00000087c4cebffb95746d1935de7fbcab092f40,351.4014158826614,0.7451539223524578
0x000000e28faa823d5b53ff6c2922c28335840375,354.01499547100934,0.740574807354221
0x000006eee6e39015cb523aebdd4d0b1855aba682,334.42749910107636,0.7752909847659432
0x00000a9c78912badb92d73b6ed26456e11def5eb,777.2193996136665,0.00018590171717921275
0x00001bc47f0973f794f79c16121cee879e272d6a,763.7658158262531,0.030624960178292453
0x00002b503a75998c97508916a74fdb41934fa030,330.3776760047716,0.7825909540507444
0x0000897253cc85f7547317eb2080b36b3255687a,773.8320478661602,0.007969206673796976
0x0000b252c943089fbba5554a1d196ef79bc77e4f,777.2193996136665,0.00018590171717921275
0x0000ce08fa224696a819877070bf378e8b131acf,636.6349445008568,0.27568463428688733
0x00010a708585ba4812a1c5976182626c75cb7a6b,337.67638008037636,0.769466522753551
0x00016fc0c9f7620e920e1423fd455f9574f48025,777.001535647972,0.0006890233504086741
0x0002761e848b24046a53d494847b11a3e1d36b09,775.3499633756767,0.004491722188091281
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,776.9027665672219,0.0009169991229751089
0x0003816b25fd3d6c112eb65c089760fa3f791947,766.0804993061087,0.025475914938269822
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,311.7786110109406,0.8167268866589212
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,777.2147277251722,0.00019669437006455406
0x0003f46779806fe779e7f30eec95dbdb4d45840b,337.3281987747674,0.7700894027224656
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,314.43029247498913,0.8117951105569838
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,762.7033138108529,0.03297683387765431
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,710.7326804030829,0.14042194388336865
0x0005696d4be2359526c497fe4a4c0620b41f2426,735.3178613798254,0.09129070357746082
0x000660cad76200a2e326f53e033919905e6c50f5,777.2193996136665,0.00018590171717921275
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,777.2193996136665,0.00018590171717921275
0x00080000158a9930aeb508823103b0a977161c47,776.0827896383116,0.002806873906818867
0x00099b1263c22ae2ce0a52624cef2a012e751970,776.1047315743426,0.002756366560809108
0x0009ce45d5df78e632a0b4987079432dfba2253a,777.2193996136665,0.00018590171717921275
0x000a27ba176083e4b50177378cbe7469a00dd557,346.1016427175495,0.7544877701530318
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,384.87896255810136,0.6875560621590734
0x000ab43e658935ba39504a1424b01756c1e9644c,774.654416220164,0.006087254573867932
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,771.0659542566443,0.014264015411795469
0x000c8e2871750f458bf1de8ab528dda09bc95db6,765.797079887713,0.026108277463253386
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,330.8642534019235,0.7817115074269751
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,501.7047414310338,0.4972724031412632
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,777.2193996136665,0.00018590171717921275
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,777.2193996136665,0.00018590171717921275
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,344.64144276704667,0.7570711684879051
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,774.5410368955696,0.006347006845343642
0x000e840a3122ec28d0c29321db172375cb049762,345.0430338343261,0.7563601551849138
0x000e9bd1d42999446d60ff60f1fb3afb13604202,663.2603186218928,0.22885704898837594
0x000eab293e332bd6e67018a9150e8807bfac3233,777.2193996136665,0.00018590171717921275
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,773.4812915238479,0.008770422680999097
0x000f4432a40560bbff1b581a8b7aded8dab80026,371.4772198615807,0.7103538918774202
0x000f7f22bfc28d940d4b68e13213ab17cf107790,623.0401916501024,0.2990110171299143
0x000f908720f9ce164d90f4fc89459fab4442907f,615.7978408141407,0.31130005643898256
0x000fbfec300959d0f2f327728a889c1f5de8e2df,612.2564791848014,0.3172771255455917
0x0011730224657eb527cf736039854c3a3f140e63,765.9020006254663,0.02587424135811203
0x00120ea6fdbaf057eadc1bd149f957488444e92c,725.5437540899056,0.11114818930834972
0x0012668072f7e0579caf7e047713d8b6d476d0db,777.0182217613512,0.0006505018656914792
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,349.91631068935504,0.7477628375247757
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,777.0072350126211,0.0006758660544658036
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,777.2193996136665,0.00018590171717921275
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,776.3952893869056,0.002087209670190547
0x0014dfac19477a83d7354e6eaac28642c1959398,343.01917731303,0.759947389083537
0x001589fe1923c2118f34e4277f2ef650fcbf0161,450.17213936155906,0.5799900828192828
0x00159370cbe576b765a7fb2e78582e0cb563d445,342.26386582831003,0.761288744764478
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,777.2193996136665,0.00018590171717921275
0x0016469a65facda9e86fd0ae0e9661128843c224,774.654416220164,0.006087254573867932
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,777.2193996136665,0.00018590171717921275
0x00183135585d70a523d61b2e43037a7138b36906,341.9027637481373,0.7619305263021089
0x00184e8aa1e95f491f2d9601e12b540092160ded,714.6090407531921,0.1328497720249991
0x0018583d7654803d2c59467e10dec5f70bbe1851,771.5505623142709,0.013165079698218118
0x001875a076b3cfe1c9535d76b0345c16e3d61118,777.0182217613512,0.0006505018656914792
0x0018d044b946ede86b43bb3b964a45772a5abeb9,368.27059366962345,0.7158572684301358
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,516.0475338148387,0.47431512419897925
0x0019bd9f6142943f3a03a8a62d0001a95213f555,777.2193996136665,0.00018590171717921275
0x001b024b98ee862aa01eea595c4c16a0213d2611,762.8574648909072,0.03263606771206859
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,371.3939279597105,0.7104965936861111
0x001bc97d92e1a30b02d4e75be25f06063555d556,419.9259949105489,0.6292308788898991
0x001be549fa377710b9e59d57bbdf593ce1e379ca,772.2664578084247,0.011538651139399028
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,776.0827896383116,0.002806873906818867
0x001d2a3192a49e28cac0a7abcaa916648c62b982,777.2193996136665,0.00018590171717921275
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,777.2193996136665,0.00018590171717921275
